,SIG IMPORT EN MASSE COUCHE LIEN GENIE CIVIL,,,,,,,,,,,,,,,,,,,,,,,,NB: Les colonnes avec un astérisque (*) sont obligatoires (correspondant au gris).
,,,,,,,,,,,,,,,,,,,,,,,,,
geometry*,id_lien_genie_civil_pk*,id_famille_lien_genie_civil_fk*,id_type_pose_lien_genie_civil_fk*,id_type_tranchee_fk*,id_etat_fk*,id_statut_fk*,mise_en_service*,date_livraison*,id_disponibilite_fk*,id_type_propriete_fk*,id_param_etat_objet_fk*,nombre_conduite*,pente*,profondeur*,longueur_sur_plan*,longueur_reelle*,description_conduite*,geometry_wkt*,geometry_floors*,geometry_batiment*,geometry_ll*,commentaire,nom,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,5,1,,1,1,1,SANG B,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras B,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG C,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras C,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG D,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras D,Import,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 1,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 0,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 2,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 1,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 3,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 2,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 4,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 3,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 5,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 4,Import,,
LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),,8,27,3,16,3,2025-12-08,2025-12-08,4,1,4,1,,1,1,1,SANG 6,LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),LINESTRING(383913.311215444 588407.810151868, 383963.929755948 588404.997355272),ras 5,Import,,
